,x0,carat,cut,color,clarity,x,y,z,depth,table,price
43509,1,0.31,3,6,5,4.34,4.31,2.73,63.1,54.0,698
43510,1,0.61,5,7,9,5.4,5.45,3.38,62.3,54.0,3625
43512,1,1.02,3,7,6,6.4,6.36,4.03,63.2,58.0,7677
43513,1,0.46,2,5,10,5.16,5.24,2.92,56.2,61.0,1806
43514,1,0.56,4,2,9,5.28,5.24,3.28,62.4,56.0,1698
43516,1,1.19,2,6,6,7.0,6.9,3.99,57.4,60.0,7064
43517,1,0.36,5,4,10,4.57,4.6,2.83,61.7,56.0,985
43520,1,1.2,3,5,7,6.81,6.86,4.21,61.6,61.0,9203
43522,1,1.0,4,6,6,6.42,6.39,3.94,61.5,58.0,6720
43523,1,1.01,2,5,5,6.48,6.45,3.91,60.5,64.0,4989
43524,1,0.56,5,4,10,5.28,5.33,3.29,62.0,56.0,2279
43525,1,1.68,4,4,7,7.89,7.85,4.58,58.2,57.0,13445
43526,1,0.31,5,6,6,4.34,4.37,2.7,62.0,56.0,680
43527,1,0.72,4,4,8,5.78,5.81,3.57,61.6,58.0,2720
43528,1,1.24,1,3,4,6.76,6.73,4.38,65.0,54.0,5208
43530,1,0.75,3,5,4,5.85,5.92,3.52,59.8,56.0,2840
43531,1,1.54,4,4,5,7.38,7.43,4.52,61.0,59.0,12044
43532,1,0.42,3,5,4,4.81,4.85,2.97,61.5,59.0,710
43535,1,1.51,3,4,6,7.22,7.3,4.65,64.0,56.0,13068
43536,1,0.7,5,7,7,5.65,5.68,3.54,62.5,57.0,3361
43539,1,0.36,4,5,5,4.54,4.6,2.81,61.5,58.0,600
43540,1,1.2,3,4,4,6.73,6.84,4.24,62.5,57.0,5250
43541,1,0.57,3,2,6,5.33,5.34,3.32,62.2,55.0,1267
43545,1,1.1,4,6,5,6.62,6.55,4.14,62.9,58.0,5773
43546,1,0.32,3,4,8,4.39,4.43,2.7,61.3,57.0,672
43547,1,1.03,2,1,7,6.43,6.49,3.88,60.1,62.4,4582
43548,1,1.51,3,2,5,7.27,7.34,4.57,62.6,60.0,8637
43550,1,1.01,2,3,5,6.5,6.53,3.93,60.3,64.0,4559
43556,1,0.41,5,4,8,4.75,4.76,2.97,62.5,55.0,1007
43559,1,1.2,3,7,5,6.81,6.86,4.15,60.7,58.0,7191
43561,1,1.01,5,3,6,6.35,6.4,4.0,62.7,56.0,5166
43563,1,1.63,4,2,6,7.62,7.59,4.64,61.0,60.0,10479
43564,1,0.44,4,2,9,4.82,4.87,3.03,62.5,60.0,926
43567,1,1.54,2,3,7,7.34,7.4,4.65,63.1,57.0,10769
43570,1,0.9,2,4,5,6.04,6.09,3.91,64.5,57.0,3615
43572,1,0.34,5,6,6,4.46,4.5,2.8,62.5,55.0,745
43573,1,0.32,5,4,8,4.4,4.43,2.72,61.6,55.0,708
43574,1,0.33,5,4,7,4.44,4.48,2.76,61.9,54.0,666
43577,1,1.32,3,5,10,6.97,7.01,4.36,62.4,58.0,14842
43578,1,1.01,2,3,5,6.43,6.49,3.91,60.5,56.0,4475
43581,1,0.51,5,7,8,5.14,5.17,3.16,61.3,57.0,2718
43583,1,0.33,5,4,10,4.48,4.5,2.74,61.0,56.0,946
43585,1,0.4,2,7,4,4.67,4.7,2.97,63.4,59.0,622
43586,1,1.18,4,2,7,6.73,6.71,4.21,62.6,59.0,5477
43587,1,0.79,5,2,8,5.94,5.95,3.67,61.7,56.0,4092
43589,1,0.4,2,7,7,4.75,4.77,2.88,60.5,63.0,954
43590,1,1.07,3,4,7,6.65,6.76,3.93,58.6,60.0,6610
43591,1,0.71,5,2,7,5.71,5.75,3.53,61.6,56.0,2965
43592,1,0.51,5,4,8,5.12,5.17,3.17,61.6,56.0,1875
43593,1,0.4,3,7,5,4.71,4.67,2.96,63.1,61.0,924
43594,1,0.3,5,6,7,4.36,4.33,2.64,60.8,57.0,911
43595,1,1.0,3,7,5,6.47,6.51,3.88,59.8,59.0,5671
43596,1,0.57,4,7,5,5.36,5.34,3.22,60.2,60.0,1847
43598,1,0.59,5,7,5,5.37,5.4,3.33,61.8,56.0,1816
43599,1,1.57,5,2,5,7.38,7.44,4.59,61.9,55.0,11040
43601,1,0.9,1,4,4,6.01,5.97,3.98,65.4,57.0,2376
43602,1,0.33,4,4,7,4.45,4.43,2.7,60.8,59.0,854
43603,1,0.7,4,7,5,5.67,5.64,3.47,61.4,59.0,2218
43604,1,0.4,3,5,9,4.69,4.71,2.91,61.9,57.0,1263
43605,1,1.28,3,3,7,6.98,7.04,4.29,61.2,55.0,8645
43606,1,0.25,5,6,9,4.12,4.08,2.51,61.2,57.0,740
43608,1,0.71,5,4,7,5.69,5.72,3.55,62.2,56.0,2962
43609,1,1.0,4,6,4,6.41,6.34,4.0,62.7,58.0,4579
43610,1,0.72,5,5,6,5.84,5.81,3.51,60.3,56.0,2724
43611,1,1.52,3,3,4,7.36,7.28,4.62,63.1,55.0,7600
43612,1,0.4,5,7,5,4.75,4.82,2.9,60.6,57.0,690
43613,1,1.62,4,3,4,7.47,7.41,4.69,63.0,58.0,6350
43615,1,0.5,5,4,9,5.13,5.16,3.18,61.8,54.0,1865
43616,1,0.31,5,5,10,4.33,4.34,2.7,62.3,54.0,921
43619,1,0.35,4,6,6,4.59,4.63,2.73,59.2,58.0,767
43625,1,0.5,5,1,6,5.09,5.12,3.15,61.7,57.0,875
43626,1,0.33,5,3,8,4.44,4.41,2.74,61.9,57.0,854
43627,1,0.32,5,4,7,4.41,4.45,2.71,61.2,56.0,645
43628,1,1.21,4,1,5,6.84,6.76,4.23,62.2,57.0,5266
43630,1,0.42,5,7,8,4.81,4.78,2.98,62.1,55.0,1389
43631,1,0.3,3,5,9,4.34,4.36,2.68,61.6,56.0,694
43632,1,1.66,4,7,5,7.55,7.6,4.7,62.0,59.0,14224
43633,1,0.52,3,6,7,5.23,5.3,3.1,58.9,64.0,2092
43634,1,0.51,5,6,8,5.11,5.14,3.16,61.7,57.0,2209
43635,1,1.21,3,2,5,6.76,6.92,4.25,62.1,56.0,5324
43636,1,0.9,3,2,6,6.15,6.17,3.88,63.0,60.0,3709
43638,1,1.07,5,4,8,6.6,6.62,4.09,61.9,56.0,9169
43640,1,0.74,5,2,7,5.76,5.8,3.61,62.5,56.0,2690
43641,1,0.31,5,3,9,4.34,4.37,2.7,62.0,55.0,671
43642,1,0.57,3,7,10,5.33,5.41,3.29,61.3,57.0,4032
43647,1,0.31,5,3,9,4.37,4.4,2.7,61.6,55.0,687
43648,1,1.14,5,1,7,6.7,6.73,4.13,61.5,57.0,5392
43649,1,0.38,5,6,6,4.67,4.69,2.88,61.5,54.0,968
43650,1,0.3,4,6,9,4.33,4.28,2.64,61.3,59.0,956
43652,1,1.44,4,5,5,7.2,7.14,4.51,62.9,58.0,9653
43653,1,0.7,5,2,6,5.7,5.75,3.5,61.1,57.0,2111
43656,1,0.9,3,3,8,6.22,6.25,3.76,60.3,61.0,4432
43658,1,1.12,3,4,10,6.68,6.79,4.1,60.9,57.0,8962
43659,1,1.18,3,7,5,6.8,6.84,4.21,61.7,57.0,7093
43660,1,1.03,4,1,4,6.42,6.4,3.99,62.2,59.0,3149
43661,1,1.52,4,2,4,7.35,7.33,4.59,62.5,56.0,7341
43662,1,0.3,4,3,8,4.3,4.26,2.67,62.4,58.0,776
43663,1,0.34,5,6,5,4.45,4.49,2.78,62.2,55.0,596
43664,1,1.04,5,4,6,6.51,6.55,4.02,61.6,55.0,6617
43665,1,1.02,4,5,9,6.56,6.46,3.96,60.8,58.0,9980
43666,1,0.57,5,4,6,5.35,5.3,3.29,61.8,56.0,1728
43667,1,0.27,5,6,8,4.12,4.17,2.58,62.2,55.0,622
43669,1,1.38,5,4,4,7.2,7.17,4.41,61.4,55.0,7094
43672,1,1.57,3,1,6,7.34,7.41,4.62,62.6,60.0,7813
43674,1,1.09,3,6,4,6.61,6.75,4.07,60.9,59.0,5035
43675,1,0.51,3,6,8,5.1,5.16,3.15,61.4,59.0,2211
43676,1,0.56,5,3,4,5.34,5.37,3.25,60.7,56.0,1571
43677,1,1.22,4,1,4,6.79,4.24,3.76,62.6,59.0,3156
43678,1,1.01,4,3,6,6.41,6.33,3.98,62.5,58.0,5611
43679,1,2.03,5,2,5,8.06,8.11,5.06,62.6,55.0,14548
43680,1,1.51,4,5,5,7.31,7.28,4.58,62.8,59.0,11666
43681,1,1.21,5,3,4,6.78,6.84,4.23,62.1,58.0,6347
43682,1,1.31,4,1,5,7.16,7.13,4.26,59.6,59.0,5876
43683,1,0.31,3,5,5,4.35,4.38,2.65,60.7,58.0,516
43687,1,1.52,5,3,5,7.5,7.42,4.48,60.1,60.0,9235
43689,1,1.58,5,3,7,7.55,7.65,4.59,60.4,57.0,13950
43690,1,0.52,5,2,5,5.16,5.19,3.2,61.8,54.0,1094
43691,1,0.53,3,5,5,5.31,5.34,3.15,59.2,59.0,1284
43694,1,0.31,5,7,5,4.35,4.32,2.73,63.0,54.0,732
43695,1,0.32,5,4,6,4.38,4.4,2.71,61.7,57.0,561
43696,1,1.0,5,6,6,6.42,6.39,3.98,62.1,56.0,6720
43698,1,1.02,4,5,7,6.48,6.42,3.96,61.4,59.0,6238
43699,1,0.58,5,4,4,5.4,5.36,3.35,62.2,55.0,1343
43700,1,1.51,5,4,7,7.37,7.44,4.5,60.8,57.0,14779
43701,1,0.35,4,7,6,4.6,4.51,2.82,61.9,58.0,1063
43702,1,1.24,5,1,6,6.83,6.8,4.28,62.8,56.0,5451
43703,1,1.71,4,4,7,7.66,7.62,4.79,62.7,58.0,16813
43704,1,1.26,5,4,7,6.89,6.98,4.31,62.2,54.0,10371
43705,1,1.16,5,3,5,6.87,6.84,4.11,60.0,60.0,5852
43711,1,0.41,3,5,4,4.75,4.77,2.98,62.6,54.0,612
43716,1,0.9,3,3,5,6.06,6.13,3.8,62.3,63.0,3447
43717,1,1.01,5,6,4,6.47,6.51,3.95,60.9,57.0,4479
43718,1,0.51,5,6,5,5.18,5.2,3.2,61.7,55.0,1437
43719,1,0.43,5,4,8,4.86,4.84,3.0,61.9,55.0,1129
43720,1,0.31,2,7,4,4.32,4.35,2.76,63.7,55.0,462
43721,1,0.42,3,3,9,4.73,4.75,3.03,63.9,56.0,1042
43723,1,0.29,3,5,8,4.32,4.37,2.61,60.1,58.0,664
43725,1,0.31,4,6,7,4.37,4.32,2.69,61.9,56.0,816
43726,1,0.4,2,1,7,4.61,4.64,2.93,63.4,58.0,631
43727,1,1.2,4,3,5,6.87,6.79,4.15,60.8,60.0,5822
43730,1,1.23,5,5,7,6.86,6.93,4.23,61.3,57.0,8523
43731,1,1.52,1,2,8,7.28,7.21,4.7,64.9,56.0,7303
43732,1,1.5,1,3,3,7.02,6.96,4.58,65.5,58.0,5645
43733,1,1.52,3,6,7,7.33,7.41,4.6,62.4,55.0,16485
43735,1,1.55,5,3,7,7.51,7.47,4.54,60.6,57.0,12087
43738,1,0.41,5,3,7,4.75,4.78,2.95,61.9,56.0,827
43739,1,1.7,4,3,8,7.66,7.62,4.69,61.4,58.0,10337
43740,1,0.38,4,7,5,4.63,4.69,2.83,60.7,60.0,733
43741,1,1.2,4,4,7,6.86,6.81,4.2,61.4,60.0,8596
43742,1,1.2,5,4,5,6.85,6.87,4.22,61.5,54.0,6160
43743,1,0.6,3,7,8,5.48,5.51,3.33,60.6,57.0,2897
43744,1,0.5,5,6,8,5.1,5.13,3.16,61.8,53.6,2297
43745,1,2.37,5,1,5,8.53,8.56,5.29,61.9,55.0,18508
43746,1,0.96,1,5,3,6.29,6.07,3.91,62.9,66.0,1917
43748,1,0.74,4,5,5,5.8,5.76,3.6,62.3,61.0,2723
43749,1,0.5,5,4,6,5.11,5.14,3.16,61.6,55.0,1400
43750,1,0.25,3,5,8,4.05,4.07,2.51,61.8,58.0,575
43755,1,1.01,4,5,7,6.43,6.4,3.96,61.7,58.0,7507
43756,1,1.09,5,7,4,6.55,6.6,4.1,62.4,57.0,5364
43758,1,0.33,5,4,9,4.44,4.48,2.75,61.7,55.0,838
43760,1,1.03,5,5,5,6.48,6.44,4.03,62.4,57.0,6178
43762,1,0.91,4,7,5,6.17,6.12,3.86,62.8,57.0,4228
43764,1,0.31,4,5,9,4.35,4.33,2.68,61.8,59.0,959
43765,1,0.57,4,5,5,5.43,5.42,3.23,59.5,60.0,1676
43766,1,0.71,4,2,9,5.7,5.65,3.52,62.0,58.0,2572
43767,1,0.4,5,6,5,4.7,4.74,2.95,62.5,57.0,707
43768,1,0.28,3,6,8,4.22,4.25,2.6,61.4,55.0,612
43771,1,1.64,3,6,5,7.51,7.55,4.65,61.8,59.0,12779
43772,1,1.12,5,5,7,6.67,6.69,4.13,61.8,56.0,9007
43774,1,0.27,5,7,8,4.15,4.13,2.58,62.3,57.0,799
43775,1,0.54,5,2,5,5.29,5.31,3.18,60.0,59.0,1170
43776,1,0.26,3,7,7,4.03,4.06,2.56,63.3,57.0,420
43777,1,0.55,5,2,7,5.19,5.25,3.26,62.5,57.0,1297
43778,1,1.0,2,5,6,6.32,6.26,4.04,64.2,58.0,5606
43779,1,1.12,5,3,5,6.67,6.69,4.13,61.8,56.0,5838
43780,1,0.51,5,7,4,5.17,5.23,3.11,59.8,55.0,1264
43781,1,1.2,5,2,7,6.79,6.75,4.25,62.8,55.0,6774
43782,1,0.9,4,7,5,6.18,6.14,3.87,62.8,59.0,4612
43783,1,1.1,4,2,5,6.66,6.61,4.01,61.2,61.0,4725
43784,1,0.38,5,3,9,4.65,4.67,2.85,61.2,57.0,903
43785,1,1.53,5,5,5,7.43,7.38,4.59,62.0,56.0,11229
43786,1,0.4,4,6,7,4.72,4.69,2.94,62.5,58.0,1125
43787,1,0.4,4,6,6,4.65,4.73,2.93,62.5,58.0,912
43788,1,0.35,5,4,10,4.57,4.6,2.81,61.3,55.0,1001
43789,1,1.07,4,4,5,6.6,6.56,4.05,61.6,58.0,5453
43790,1,1.03,5,5,5,6.58,6.51,4.01,61.3,57.0,5378
43791,1,0.23,3,5,10,3.95,3.99,2.42,61.0,62.0,485
43792,1,0.36,4,6,7,4.58,4.56,2.8,61.3,58.0,1094
43793,1,0.36,4,3,5,4.65,4.61,2.84,61.3,57.0,665
43794,1,0.76,5,1,5,5.85,5.92,3.64,61.9,53.0,1859
43795,1,1.52,4,5,4,7.47,7.36,4.5,60.7,61.0,6554
43796,1,0.4,5,2,5,4.72,4.75,2.95,62.3,55.0,624
43797,1,0.31,4,3,10,4.36,4.39,2.66,60.8,59.0,739
43798,1,0.36,5,4,7,4.58,4.62,2.79,60.6,57.0,761
43799,1,0.36,3,5,5,4.6,4.65,2.79,60.3,58.0,600
43800,1,0.31,3,3,5,4.31,4.35,2.7,62.4,57.0,435
43801,1,0.71,4,7,5,5.72,5.71,3.48,60.9,59.0,2743
43802,1,1.06,4,4,5,6.57,6.53,4.03,61.5,59.0,5113
43803,1,0.53,5,7,10,5.17,5.19,3.22,62.2,55.0,3812
43805,1,0.44,2,5,5,5.12,5.07,2.9,56.9,61.0,1018
43806,1,0.31,4,2,8,4.4,4.38,2.71,61.7,58.0,698
43807,1,1.01,1,6,5,6.59,6.62,3.75,56.8,61.0,5185
43809,1,1.05,5,4,7,6.51,6.58,4.01,61.3,57.0,7027
43811,1,0.7,4,2,6,5.62,5.59,3.53,63.0,60.0,1966
43813,1,0.77,4,7,5,6.01,5.95,3.56,59.5,60.0,2939
43814,1,0.42,5,7,5,4.79,4.76,3.01,63.0,55.0,970
43815,1,0.42,3,5,5,4.77,4.8,3.02,63.1,56.0,717
43816,1,1.62,4,7,4,7.6,7.53,4.63,61.2,61.0,9199
43818,1,0.7,4,5,7,5.78,5.75,3.5,60.7,60.0,2792
43819,1,0.72,3,2,8,5.76,5.81,3.57,61.7,55.0,2532
43821,1,0.57,5,4,5,5.28,5.32,3.29,62.1,56.0,1384
43822,1,0.34,3,2,8,4.47,4.43,2.81,63.1,56.0,765
43824,1,0.43,5,5,8,4.87,4.9,3.0,61.4,56.0,1093
43825,1,1.05,1,7,4,6.3,6.24,4.1,65.4,59.0,3816
43827,1,0.71,5,5,9,5.72,5.77,3.56,62.0,56.0,4454
43828,1,1.04,5,4,5,6.46,6.5,4.01,61.9,56.0,5311
43829,1,1.05,4,6,6,6.54,6.5,4.05,62.1,58.0,7056
43831,1,0.3,3,6,7,4.26,4.3,2.65,61.9,60.0,710
43833,1,0.71,3,6,5,5.74,5.76,3.55,61.7,61.0,2606
43834,1,0.52,3,2,5,5.1,5.12,3.19,62.4,55.0,1088
43836,1,0.5,3,7,5,5.08,5.12,3.16,62.0,60.0,1436
43837,1,0.34,5,4,9,4.49,4.52,2.79,61.9,54.0,863
43842,1,0.52,5,4,7,5.11,5.15,3.2,62.4,56.0,1689
43843,1,1.01,3,6,5,6.54,6.59,3.82,58.2,59.0,5132
43844,1,0.74,5,4,4,5.75,5.8,3.62,62.7,56.0,2423
43846,1,0.51,5,5,7,5.18,5.21,3.14,60.4,56.0,1680
43848,1,0.31,3,4,8,4.32,4.3,2.72,63.1,57.0,907
43849,1,0.41,5,6,7,4.75,4.78,2.96,62.1,56.0,1079
43850,1,1.01,3,3,6,6.38,6.41,3.9,61.0,63.0,4959
43851,1,0.32,4,7,6,4.42,4.44,2.67,60.3,60.0,758
43852,1,0.71,3,2,8,5.71,5.64,3.58,63.1,58.0,2450
43853,1,0.62,5,5,9,5.46,5.48,3.38,61.9,56.0,3499
43855,1,1.02,5,1,4,6.49,6.43,3.98,61.6,55.0,2611
43857,1,0.33,4,3,9,4.42,4.44,2.72,61.4,59.0,752
43858,1,1.01,3,7,3,6.38,6.3,4.02,63.4,61.0,2291
43859,1,1.03,4,5,5,6.45,6.41,4.0,62.2,59.0,4942
43862,1,1.71,3,1,7,7.65,7.72,4.7,61.2,59.0,9707
43863,1,1.18,4,4,8,6.92,6.89,4.02,58.2,62.0,9188
43864,1,0.32,5,5,6,4.42,4.44,2.72,61.4,55.0,781
43866,1,0.7,3,5,6,5.69,5.63,3.59,63.4,56.0,2455
43867,1,1.17,1,2,4,6.91,6.84,4.07,59.2,68.0,3833
43868,1,0.32,4,4,4,4.35,4.38,2.69,61.6,59.0,421
43869,1,0.41,4,4,6,4.79,4.75,2.93,61.4,59.0,1061
43870,1,0.41,4,4,6,4.79,4.75,2.93,61.4,59.0,1061
43872,1,1.17,3,1,3,6.83,6.9,4.13,60.2,61.0,2774
43873,1,0.9,2,4,5,6.11,6.15,3.87,63.1,59.0,3734
43874,1,1.06,4,3,6,6.49,6.54,4.08,62.6,58.0,5783
43875,1,2.0,3,3,5,8.1,8.13,4.88,60.1,61.0,15840
43877,1,0.91,4,6,5,6.15,6.18,3.83,62.1,58.0,4332
43878,1,0.7,4,6,6,5.71,5.68,3.47,60.9,59.0,2697
43879,1,2.0,1,5,3,7.99,7.82,5.14,64.9,57.0,7258
43880,1,0.54,5,3,6,5.25,5.28,3.24,61.5,55.0,1453
43881,1,0.9,2,5,5,6.09,6.11,3.86,63.3,60.0,3950
43882,1,1.5,1,6,5,7.71,7.6,4.3,56.2,58.0,11489
43883,1,1.5,3,2,8,7.27,7.24,4.59,63.3,58.0,10090
43887,1,0.34,4,6,5,4.62,4.56,2.71,59.0,60.0,765
43888,1,0.9,4,2,5,6.37,6.24,3.76,59.6,60.0,3276
43890,1,1.01,4,7,8,6.36,6.31,3.95,62.4,60.0,10407
43891,1,2.11,5,2,5,8.37,8.29,5.08,61.0,57.0,15486
43892,1,0.8,5,4,4,5.89,5.92,3.69,62.5,55.0,2893
43893,1,0.56,3,4,7,5.26,5.31,3.2,60.5,59.0,1819
43894,1,0.35,4,2,7,4.52,4.58,2.78,61.1,60.0,552
43895,1,0.73,3,5,5,5.82,5.85,3.46,59.3,61.0,2326
43896,1,0.53,3,6,4,5.13,5.16,3.24,63.0,57.0,1174
43898,1,1.33,4,3,4,7.07,7.01,4.36,61.9,58.0,5214
43899,1,2.02,5,2,5,8.07,8.09,4.99,61.8,56.0,16560
43901,1,0.48,4,3,4,5.16,5.13,3.01,58.5,59.0,972
43902,1,0.5,3,3,7,5.04,5.1,3.17,62.5,58.0,1410
43903,1,1.19,4,2,6,6.98,6.88,4.11,59.3,59.0,4591
43904,1,0.9,4,7,9,6.18,6.12,3.77,61.3,59.0,7711
43906,1,0.41,5,5,7,4.79,4.77,2.93,61.3,57.0,1076
43907,1,2.04,3,2,6,8.09,8.22,5.1,62.5,58.0,16874
43908,1,1.5,4,5,6,7.21,7.16,4.51,62.8,58.0,13680
43909,1,0.32,3,3,7,4.37,4.39,2.76,63.0,57.0,561
43912,1,1.01,3,5,5,6.41,6.48,4.0,62.1,57.0,4969
43913,1,0.72,3,4,7,5.8,5.84,3.49,60.0,59.0,2671
43915,1,0.21,4,7,6,3.82,3.78,2.34,61.6,59.0,386
43918,1,2.12,3,1,4,8.16,8.21,5.1,62.3,61.0,12030
43922,1,0.51,3,6,6,5.22,5.17,3.09,59.5,63.0,1671
43924,1,0.7,3,5,9,5.74,5.77,3.41,59.3,62.0,3270
43925,1,0.73,5,5,6,5.8,5.75,3.62,62.7,53.0,2762
43926,1,0.74,5,4,5,5.8,5.85,3.59,61.6,55.0,2760
43927,1,0.92,2,7,4,6.36,6.4,3.69,57.8,63.0,3335
43931,1,0.31,5,4,7,4.37,4.34,2.72,62.5,57.0,802
43932,1,1.01,3,2,7,6.53,6.57,3.91,59.7,58.0,4858
43933,1,0.51,3,4,8,5.09,5.06,3.22,63.4,57.0,1895
43937,1,0.81,3,5,5,6.02,6.05,3.7,61.3,57.0,2858
43938,1,1.14,4,2,5,6.78,6.73,4.08,60.4,60.0,4596
43940,1,0.24,3,6,8,4.01,4.07,2.47,61.1,60.0,478
43941,1,1.09,5,3,5,6.69,6.6,4.1,61.1,57.0,5219
43942,1,0.31,4,4,8,4.36,4.32,2.68,61.8,58.0,907
43943,1,0.31,5,7,6,4.37,4.35,2.68,61.5,56.0,942
43944,1,1.07,5,6,4,6.62,6.59,4.07,61.6,55.0,4564
43945,1,1.63,4,4,4,7.57,7.54,4.72,62.5,57.0,9730
43946,1,0.3,4,2,7,4.43,4.38,2.59,58.8,61.0,608
43947,1,1.2,5,6,4,6.77,6.84,4.25,62.5,55.0,5964
43949,1,0.32,3,4,7,4.37,4.41,2.71,61.7,55.0,645
43950,1,0.5,4,7,5,5.15,5.1,3.14,61.3,60.0,1279
43951,1,1.53,5,4,8,7.5,7.44,4.56,61.0,55.0,15505
43953,1,1.22,5,3,7,6.88,6.9,4.26,61.9,54.0,8411
43955,1,1.29,4,3,6,7.03,6.95,4.28,61.2,60.0,7153
43956,1,0.92,3,7,5,6.27,6.39,3.84,60.7,58.0,4253
43957,1,0.35,5,3,10,4.61,4.63,2.81,60.8,56.0,931
43960,1,2.14,4,2,5,8.42,8.36,4.99,59.5,59.0,15499
43962,1,0.31,3,4,8,4.27,4.31,2.7,62.9,58.0,707
43963,1,0.31,5,5,9,4.34,4.36,2.69,61.8,56.0,897
43964,1,0.34,5,6,5,4.51,4.47,2.79,62.1,55.0,765
43965,1,0.32,5,4,8,4.38,4.35,2.71,62.1,55.0,936
43966,1,0.32,5,7,6,4.39,4.42,2.72,61.7,55.0,1066
43967,1,1.71,3,5,6,7.88,7.79,4.58,58.5,61.0,17052
43968,1,0.35,5,6,6,4.55,4.51,2.81,62.0,57.0,984
43970,1,0.5,3,4,7,5.06,5.09,3.19,62.9,55.0,1592
43971,1,1.0,5,6,6,6.44,6.38,3.95,61.6,57.0,6720
43972,1,1.1,5,2,7,6.68,6.63,4.04,60.8,58.0,5291
43973,1,0.34,5,6,7,4.52,4.49,2.8,62.2,55.0,1033
43974,1,1.04,1,7,4,6.39,6.34,4.13,64.9,56.0,4398
43975,1,1.51,3,4,7,7.34,7.3,4.62,63.1,55.0,12603
43976,1,0.31,5,6,9,4.33,4.37,2.72,62.5,54.0,853
43978,1,2.02,3,1,4,7.94,8.02,5.07,63.5,57.0,11475
43979,1,0.3,4,1,7,4.33,4.3,2.64,61.2,61.0,506
43980,1,0.31,4,5,6,4.34,4.32,2.66,61.4,55.0,802
43981,1,0.34,5,5,6,4.5,4.48,2.74,61.0,57.0,880
43982,1,0.31,5,5,8,4.35,4.37,2.68,61.5,56.0,917
43983,1,1.09,3,1,6,6.56,6.63,4.11,62.3,59.0,4372
43984,1,0.34,2,6,5,4.48,4.44,2.85,63.9,56.0,765
43985,1,1.02,2,4,7,6.28,6.34,4.06,64.3,57.0,5951
43986,1,0.57,5,7,7,5.31,5.33,3.28,61.7,56.0,2091
43987,1,0.53,5,5,5,5.23,5.25,3.23,61.6,54.0,1284
43988,1,0.36,5,7,6,4.59,4.63,2.81,61.0,56.0,852
43989,1,0.42,4,3,6,4.8,4.76,2.97,62.1,57.0,992
43990,1,1.02,4,4,4,6.4,6.43,4.01,62.5,58.0,4471
43991,1,0.57,4,2,4,5.32,5.27,3.29,62.1,60.0,1097
43992,1,1.0,3,7,10,6.37,6.33,4.02,63.3,59.0,16073
43993,1,1.08,5,2,5,6.67,6.62,4.01,60.3,60.0,4757
43994,1,1.0,4,6,7,6.44,6.42,3.95,61.4,58.0,7420
43995,1,1.02,5,3,5,6.49,6.51,3.98,61.2,56.0,5257
43996,1,0.71,5,6,7,5.71,5.74,3.57,62.4,54.0,2923
43997,1,0.52,5,2,4,5.17,5.23,3.22,61.9,55.0,1125
43998,1,1.05,4,1,7,6.58,6.49,4.09,62.7,61.0,3822
44000,1,0.32,5,3,6,4.39,4.42,2.72,61.7,56.0,534
44001,1,0.55,5,5,7,5.33,5.28,3.25,61.2,56.0,2079
44003,1,1.02,5,2,5,6.41,6.37,4.02,62.9,57.0,3656
44004,1,1.2,3,4,4,6.78,6.85,4.21,61.8,60.0,4443
44005,1,0.31,5,5,6,4.33,4.29,2.7,62.6,55.0,802
44007,1,0.27,3,5,8,4.17,4.22,2.52,60.1,58.0,620
44008,1,1.62,3,3,6,7.57,7.45,4.7,62.6,58.0,10912
44009,1,0.56,2,5,7,5.2,5.28,3.3,63.2,61.0,1712
44011,1,1.43,3,7,5,7.24,7.09,4.55,63.5,56.0,9450
44014,1,0.36,3,7,7,4.52,4.55,2.85,62.8,55.0,793
44017,1,0.76,3,6,5,5.8,5.75,3.65,63.2,57.0,2613
44021,1,0.9,3,6,5,6.13,6.17,3.82,62.1,59.0,4201
44022,1,1.03,5,5,4,6.53,6.49,4.03,61.9,56.0,3749
44023,1,1.01,4,6,4,6.49,6.46,3.94,60.8,58.0,4089
44025,1,0.5,2,2,6,4.9,4.95,3.18,64.6,59.0,987
44026,1,0.52,3,6,5,5.27,5.34,3.12,58.8,59.0,1276
44027,1,0.33,4,4,7,4.42,4.46,2.72,61.3,58.0,666
44028,1,0.46,3,6,6,4.95,4.99,3.09,62.2,58.0,1243
44029,1,0.56,5,7,5,5.37,5.35,3.28,61.2,57.0,1664
44030,1,0.31,5,7,6,4.37,4.33,2.69,61.8,55.0,942
44031,1,0.41,5,3,5,4.76,4.78,2.92,61.2,57.0,683
44032,1,1.17,5,4,9,6.73,6.78,4.18,61.9,56.0,9799
44033,1,0.43,5,5,7,4.87,4.9,3.0,61.4,56.0,1235
44034,1,1.58,5,7,4,7.39,7.45,4.64,62.5,55.0,11428
44035,1,2.01,3,3,5,8.05,8.08,4.89,60.6,62.0,16582
44036,1,0.91,2,2,5,6.01,5.99,3.84,64.0,58.0,2348
44038,1,1.23,5,6,8,6.95,7.03,4.19,59.9,57.0,13034
44040,1,0.59,5,4,7,5.39,5.41,3.3,61.1,58.0,1916
44041,1,1.01,3,4,7,6.38,6.4,3.88,60.7,63.0,6239
44042,1,1.07,3,6,7,6.49,6.58,4.05,62.0,60.0,7768
44043,1,1.52,4,4,9,7.48,7.38,4.49,60.4,59.0,16104
